type,id,name,gender,person,description,prenom,02_genre
way,30083086,Chemin du Tri Marie Linô,F,,,marie,f
way,142042836,Chemin du Tri Marie Linô,F,,,marie,f
way,427566414,Giratoire Marie La Guerre,F,,,marie,f
way,845876316,Giratoire Marie La Guerre,F,,,marie,f
way,845876317,Giratoire Marie La Guerre,F,,,marie,f
way,845876318,Giratoire Marie La Guerre,F,,,marie,f
way,845876319,Giratoire Marie La Guerre,F,,,marie,f
way,845876320,Giratoire Marie La Guerre,F,,,marie,f
way,845876321,Giratoire Marie La Guerre,F,,,marie,f
way,91245194,Place Marie Gevers,F,,,marie,f
way,91245198,Place Marie Gevers,F,,,marie,f
way,91245202,Place Marie Gevers,F,,,marie,f
way,368510065,Quartier Marie la Guerre,F,,,marie,f
way,368510071,Quartier Marie la Guerre,F,,,marie,f
way,207327208,Rue Marie Adam,F,,,marie,f
way,91245199,Rue Marie Curie,F,,,marie,f
way,355234185,Rue Marie Danse,F,,,marie,f
way,226046556,Rue Marie Mineur,F,,,marie,f
way,172160640,Ruelle marie Chinon,F,,,marie,f
way,1094967685,Ruelle marie Chinon,F,,,marie,f
way,88776356,Avenue Reine Astrid,F,,,reine,f
way,88776361,Avenue Reine Astrid,F,,,reine,f
way,89520182,Avenue Reine Astrid,F,,,reine,f
way,92435926,Avenue Reine Astrid,F,,,reine,f
way,119312600,Avenue Reine Astrid,F,,,reine,f
way,245191245,Avenue Reine Astrid,F,,,reine,f
way,520778799,Avenue Reine Astrid,F,,,reine,f
way,520778800,Avenue Reine Astrid,F,,,reine,f
way,667936170,Avenue Reine Astrid,F,,,reine,f
way,667936171,Avenue Reine Astrid,F,,,reine,f
way,846256840,Avenue Reine Astrid,F,,,reine,f
way,96680338,Avenue Reine Elisabeth,F,,,reine,f
way,202154269,Place Reine Astrid,F,,,reine,f
way,202154272,Place Reine Astrid,F,,,reine,f
way,202155193,Place Reine Astrid,F,,,reine,f
way,29252870,Rue Reine Astrid,F,,,reine,f
way,137506074,Rue Reine Astrid,F,,,reine,f
way,1049590272,Rue Reine Astrid,F,,,reine,f
way,139869222,Rue Reine Elisabeth,F,,,reine,f
way,72928749,Square Reine Astrid,F,,,reine,f
way,93398749,Rue Sarah Vanderkhove,F,,,sarah,f
way,93398750,Rue Sarah Vanderkhove,F,,,sarah,f
way,93398753,Rue Sarah Vanderkhove,F,,,sarah,f
way,916720675,Rue Sarah Vanderkhove,F,,,sarah,f
way,103497747,Rue Yvonne Vieslet,F,,,yvonne,f
way,49381291,Boulevard Zoé Drion,F,,,zoé,f
way,201492317,Boulevard Zoé Drion,F,,,zoé,f
way,212731934,Avenue Astrid,F,,,,
way,70605330,Avenue Elisabeth,F,,,,
way,96679559,Avenue Fabiola,F,,,,
way,96679592,Avenue Fabiola,F,,,,
way,211659491,Chemin Taille Marie,F,,,,
way,75026619,Cité Claire,F,,,,
way,242137838,Clos Fabiola,F,,,,
way,197079302,Impasse Sainte-Barbe,F,,,,
way,87339250,Rue Astrid,F,,,,
way,952072503,Rue Astrid,F,,,,
way,184138724,Rue de la Madelaine,F,,,,
way,88722646,Rue de la Madeleine,F,,,,
way,103623183,Rue de la Madeleine,F,,,,
way,195535116,Rue de la Madeleine,F,,,,
way,195535118,Rue de la Madeleine,F,,,,
way,195542305,Rue de la Madeleine,F,,,,
way,297691017,Rue de la Madeleine,F,,,,
way,848218789,Rue de la Madeleine,F,,,,
way,88141581,Rue Haies Germaine,F,,,,
way,88141634,Rue Haies Germaine,F,,,,
way,28942873,Rue Infante Isabelle,F,,,,
way,33645305,Rue Infante Isabelle,F,,,,
way,608251235,Rue Infante Isabelle,F,,,,
way,211165259,Rue Jeannette,F,,,,
way,160532774,Rue Lolote,F,,,,
way,103258497,Rue Louise,F,,,,
way,195542307,Rue Louise,F,,,,
way,1021164587,Rue Louise,F,,,,
way,96153809,Rue Madeleine,F,,,,
way,66644002,Rue Marie-Hélène,F,,,,
way,103258485,Rue Miss Cavel,F,,,,
way,249618130,Rue Miss Cavell,F,,,,
way,117543008,Rue Notre Dame de Bon Secours,F,,,,
way,143239449,Rue Notre Dame de Bon-Secours,F,,,,
way,145753979,Rue Notre Dame de Bon-Secours,F,,,,
way,145753982,Rue Notre Dame de Bon-Secours,F,,,,
way,30167171,Rue Notre Dame de Celles,F,,,,
way,583783882,Rue Notre Dame de Celles,F,,,,
way,71293073,Rue Notre Dame des Grâces,F,,,,
way,110254529,Rue Notre Dame des Grâces,F,,,,
way,110254547,Rue Notre Dame des Grâces,F,,,,
way,614675063,Rue Notre Dame des Grâces,F,,,,
way,116866194,Rue Notre-Dame,F,,,,
way,437070200,Rue Notre-Dame,F,,,,
way,809918767,Rue Notre-Dame,F,,,,
way,90908973,Rue Notre-Dame de Graces,F,,,,
way,90908987,Rue Notre-Dame de Graces,F,,,,
way,90908993,Rue Notre-Dame de Graces,F,,,,
way,29252825,Rue Saint-Anne,F,,,,
way,813952845,Rue Sainte Anne,F,,,,
way,89520164,Rue Sainte Barbe,F,,,,
way,183261572,Rue Sainte Barbe,F,,,,
way,680741769,Rue Sainte Barbe,F,,,,
way,89520149,Rue Sainte Catherine,F,,,,
way,103381573,Rue Sainte Catherine,F,,,,
way,368504329,Rue Sainte Catherine,F,,,,
way,66215839,Rue Sainte-Agnès,F,,,,
way,88722509,Rue Sainte-Aldegonde,F,,,,
way,42735980,Rue Sainte-Anne,F,,,,
way,50586134,Rue Sainte-Anne,F,,,,
way,92216773,Rue Sainte-Anne,F,,,,
way,132409458,Rue Sainte-Anne,F,,,,
way,153019443,Rue Sainte-Anne,F,,,,
way,153019444,Rue Sainte-Anne,F,,,,
way,224370392,Rue Sainte-Anne,F,,,,
way,612362615,Rue Sainte-Anne,F,,,,
way,923978745,Rue Sainte-Anne,F,,,,
way,61500639,Rue Sainte-Barbe,F,,,,
way,234810227,Rue Sainte-Famille,F,,,,
way,119385247,Rue Sainte-Rolende,F,,,,
way,103381590,Rue Sainte-Suzanne,F,,,,
way,60582489,Rue Sainte-Zoé,F,,,,
way,103189392,Ruelle Sainte-Barbe,F,,,,
way,103381572,Ruelle Sainte-Barbe,F,,,,
way,103381579,Ruelle Sainte-Barbe,F,,,,
way,206501067,Ruelle Sainte-Barbe,F,,,,
way,1151490379,Sentier Clémentine,F,,,,
way,90908956,Cité Achille Delattre,M,,,achille,m
way,90908972,Cité Achille Delattre,M,,,achille,m
way,90908974,Cité Achille Delattre,M,,,achille,m
way,90909015,Cité Achille Delattre,M,,,achille,m
way,103436315,Cité Achille Delattre,M,,,achille,m
way,181399048,Rue Achille Delattre,M,,,achille,m
way,88270374,Rue Adam Tulia,M,,,adam,m
way,61334768,Rue Adolphe Biarent,M,,,adolphe,m
way,61950838,Rue Adolphe Biarent,M,,,adolphe,m
way,92242677,Rue Adolphe Chif,M,,,adolphe,m
way,29252874,Rue Adolphe Debienne,M,,,adolphe,m
way,29252875,Rue Adolphe Debienne,M,,,adolphe,m
way,232813866,Rue Adolphe Debienne,M,,,adolphe,m
way,221336097,Rue Adolphe Desy,M,,,adolphe,m
way,223280132,Rue Adolphe Desy,M,,,adolphe,m
way,204406905,Rue Adolphe François,M,,,adolphe,m
way,88107849,Rue Adolphe Max,M,,,adolphe,m
way,92242639,Rue Adolphe Max,M,,,adolphe,m
way,440053197,Rue Adolphe Max,M,,,adolphe,m
way,440844798,Rue Adolphe Max,M,,,adolphe,m
way,472986127,Rue Adolphe Max,M,,,adolphe,m
way,472986128,Rue Adolphe Max,M,,,adolphe,m
way,92242816,Rue Adolphe Ponsart,M,,,adolphe,m
way,230809346,Rue Adolphe Rectem,M,,,adolphe,m
way,845845016,Rue Adolphe Rectem,M,,,adolphe,m
way,88722494,Rue Adolphe Rennoir,M,,,adolphe,m
way,87315968,Place Aimé Loriaux,M,,,aimé,m
way,103323089,Place Aimé Loriaux,M,,,aimé,m
way,103323149,Place Aimé Loriaux,M,,,aimé,m
way,210899952,Place Aimé Loriaux,M,,,aimé,m
way,86413555,Rue Aimé Mignolet,M,,,aimé,m
way,117044280,Rue Al Croix,M,,,al,m
way,62148610,Avenue Caporal Alain Debatty,M,,,alain,m
way,62149276,Avenue Caporal Alain Debatty,M,,,alain,m
way,62149278,Avenue Caporal Alain Debatty,M,,,alain,m
way,62149283,Avenue Caporal Alain Debatty,M,,,alain,m
way,67401601,Avenue Caporal Alain Debatty,M,,,alain,m
way,180769675,Avenue Caporal Alain Debatty,M,,,alain,m
way,500610397,Avenue Caporal Alain Debatty,M,,,alain,m
way,977922221,Avenue Caporal Alain Debatty,M,,,alain,m
way,1019397040,Avenue Caporal Alain Debatty,M,,,alain,m
way,1019397041,Avenue Caporal Alain Debatty,M,,,alain,m
way,1019397042,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063629423,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063629430,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063629431,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063629432,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063629433,Avenue Caporal Alain Debatty,M,,,alain,m
way,1063631905,Avenue Caporal Alain Debatty,M,,,alain,m
way,66348577,Rue Alain Duval,M,,,alain,m
way,70605328,Avenue Albert 1er,M,,,albert,m
way,119511634,Avenue Albert 1er,M,,,albert,m
way,245191242,Avenue Albert 1er,M,,,albert,m
way,941366009,Avenue Albert 1er,M,,,albert,m
way,617397275,Clos Albert Perikel,M,,,albert,m
way,617397276,Clos Albert Perikel,M,,,albert,m
way,33854402,Place Albert 1er,M,,,albert,m
way,33854408,Place Albert 1er,M,,,albert,m
way,56045330,Place Albert 1er,M,,,albert,m
way,72509755,Place Albert 1er,M,,,albert,m
way,87686415,Place Albert 1er,M,,,albert,m
way,88722706,Place Albert 1er,M,,,albert,m
way,89445156,Place Albert 1er,M,,,albert,m
way,183317034,Place Albert 1er,M,,,albert,m
way,210900977,Place Albert 1er,M,,,albert,m
way,230811594,Place Albert 1er,M,,,albert,m
way,263264922,Place Albert 1er,M,,,albert,m
way,263534159,Place Albert 1er,M,,,albert,m
way,297287027,Place Albert 1er,M,,,albert,m
way,370627080,Place Albert 1er,M,,,albert,m
way,439922443,Place Albert 1er,M,,,albert,m
way,645703602,Place Albert 1er,M,,,albert,m
way,838059611,Place Albert 1er,M,,,albert,m
way,839049484,Place Albert 1er,M,,,albert,m
way,877959441,Place Albert 1er,M,,,albert,m
way,952072516,Place Albert 1er,M,,,albert,m
way,1021164573,Place Albert 1er,M,,,albert,m
way,386508865,Place Albert Ier,M,,,albert,m
way,386508866,Place Albert Ier,M,,,albert,m
way,203360227,Place Albert Premier,M,,,albert,m
way,1092895745,Place Albert Premier,M,,,albert,m
way,1092895746,Place Albert Premier,M,,,albert,m
way,51413394,Rue Albert 1er,M,,,albert,m
way,51427932,Rue Albert 1er,M,,,albert,m
way,58731408,Rue Albert 1er,M,,,albert,m
way,144787797,Rue Albert 1er,M,,,albert,m
way,202739595,Rue Albert 1er,M,,,albert,m
way,295933223,Rue Albert 1er,M,,,albert,m
way,119033849,Rue Albert Bernard,M,,,albert,m
way,96680225,Rue Albert Bodson,M,,,albert,m
way,119033845,Rue Albert Bodson,M,,,albert,m
way,119033847,Rue Albert Bodson,M,,,albert,m
way,52474971,Rue Albert Brachet,M,,,albert,m
way,67588342,Rue Albert Brachet,M,,,albert,m
way,67588343,Rue Albert Brachet,M,,,albert,m
way,103460495,Rue Albert Camus,M,,,albert,m
way,60857680,Rue Albert Darquenne,M,,,albert,m
way,96153782,Rue Albert Daxhelet,M,,,albert,m
way,87315385,Rue Albert Delwarte,M,,,albert,m
way,88107910,Rue Albert Einstein,M,,,albert,m
way,67588297,Rue Albert Goffin,M,,,albert,m
way,38210157,Rue Albert Ier,M,,,albert,m
way,87341698,Rue Albert Ier,M,,,albert,m
way,88722668,Rue Albert Ier,M,,,albert,m
way,186496017,Rue Albert Ier,M,,,albert,m
way,893962905,Rue Albert Ier,M,,,albert,m
way,69169500,Rue Albert Lemaitre,M,,,albert,m
way,93304500,Rue Albert Lemaitre,M,,,albert,m
way,72928751,Square Albert 1er,M,,,albert,m
way,72928752,Square Albert 1er,M,,,albert,m
way,207183524,Rue Aldo Moro,M,,,aldo,m
way,1031967949,Avenue Alexander Fleming,M,,,alexander,m
way,1084052913,Avenue Alexander Fleming,M,,,alexander,m
way,217386712,Rue Alexandre Ansaldi,M,,,alexandre,m
way,217386713,Rue Alexandre Ansaldi,M,,,alexandre,m
way,503335596,Rue Alexandre Ansaldi,M,,,alexandre,m
way,88523184,Rue Alexandre Bertaux,M,,,alexandre,m
way,1017962456,Rue Alexandre Gouverneur,M,,,alexandre,m
way,37681858,Rue Alexandre Lepage,M,,,alexandre,m
way,117470220,Rue Alexandre Mauclet,M,,,alexandre,m
way,90808864,Rue Alexandre Robert,M,,,alexandre,m
way,138232418,Ruelle Alexandre Delval,M,,,alexandre,m
way,372441198,Ruelle Alexandre Delval,M,,,alexandre,m
way,79393476,Rue Alexis Lorette,M,,,alexis,m
way,92166336,Avenue Alfred Dreyfus,M,,,alfred,m
way,92166362,Avenue Alfred Dreyfus,M,,,alfred,m
way,557443970,Avenue Alfred Dreyfus,M,,,alfred,m
way,49381349,Boulevard Alfred de Fontaine,M,,,alfred,m
way,61980731,Boulevard Alfred de Fontaine,M,,,alfred,m
way,61980749,Boulevard Alfred de Fontaine,M,,,alfred,m
way,87315386,Rue Alfred Defuisseaux,M,,,alfred,m
way,68280749,Rue Alfred Georges,M,,,alfred,m
way,89062362,Rue Alfred Georges,M,,,alfred,m
way,632472878,Rue Alfred Georges,M,,,alfred,m
way,798114963,Rue Alfred Georges,M,,,alfred,m
way,59752060,Rue Alfred Langlois,M,,,alfred,m
way,70605062,Rue Alfred Leroy,M,,,alfred,m
way,1154554549,Rue Alfred Leroy,M,,,alfred,m
way,1154554550,Rue Alfred Leroy,M,,,alfred,m
way,96153762,Rue Alfred Lombard,M,,,alfred,m
way,1046767377,Rue Alfred Lombard,M,,,alfred,m
way,172255388,Rue Alfred Mengeot,M,,,alfred,m
way,221409781,Rue Alfred Mengeot,M,,,alfred,m
way,96153792,Rue Alfred Musin,M,,,alfred,m
way,184133638,Rue Alfred Nassaux,M,,,alfred,m
way,160528475,Rue Alfred Nobel,M,,,alfred,m
way,1020506643,Rue Alfred Nobel,M,,,alfred,m
way,103381588,Rue Alfred Soupart,M,,,alfred,m
way,64624625,Rue Alfred Tenret,M,,,alfred,m
way,103455276,Rue Alfred Tenret,M,,,alfred,m
way,103455298,Rue Alfred Tenret,M,,,alfred,m
way,221408447,Rue Alfred Thiébaut,M,,,alfred,m
way,221408450,Rue Alfred Thiébaut,M,,,alfred,m
way,235139316,Rue Alfred Thiébaut,M,,,alfred,m
way,807971614,Rue Alfred Thiébaut,M,,,alfred,m
way,1032830468,Rue Alfred Thiébaut,M,,,alfred,m
way,103455246,Rue Ali Autome,M,,,ali,m
way,195267988,Rue Ali Autome,M,,,ali,m
way,1128468100,Rue Ali Autome,M,,,ali,m
way,102822647,Contrescarpe Alphonse Darville,M,,,alphonse,m
way,256476548,Contrescarpe Alphonse Darville,M,,,alphonse,m
way,233415491,Rue Alphonse Helsen,M,,,alphonse,m
way,233422221,Rue Alphonse Helsen,M,,,alphonse,m
way,372600694,Rue Alphonse Helsen,M,,,alphonse,m
way,1040889185,Rue Alphonse Helsen,M,,,alphonse,m
way,1040893588,Rue Alphonse Helsen,M,,,alphonse,m
way,88141636,Rue Alphonse Heureux,M,,,alphonse,m
way,76981523,Rue Alphonse Planche,M,,,alphonse,m
way,202545224,Rue Alphonse Planche,M,,,alphonse,m
way,615144249,Rue Alphonse Planche,M,,,alphonse,m
way,957184620,Rue Alphonse Planche,M,,,alphonse,m
way,93404497,Cité André Renard,M,,,andré,m
way,93404499,Cité André Renard,M,,,andré,m
way,93404530,Cité André Renard,M,,,andré,m
way,93404534,Cité André Renard,M,,,andré,m
way,96680228,Rue André Genard,M,,,andré,m
way,892649974,Rue André Genard,M,,,andré,m
way,139083519,Rue André Halloin,M,,,andré,m
way,223280133,Rue André Lafaille,M,,,andré,m
way,132819303,Rue André Paganetti,M,,,andré,m
way,88235527,Rue André Renaud,M,,,andré,m
way,147440039,Rue André Renaud,M,,,andré,m
way,136720345,Rue André Vésale,M,,,andré,m
way,798114957,Rue André Vésale,M,,,andré,m
way,63337855,Rue Antoine Carnière,M,,,antoine,m
way,87340915,Rue Antoine de Saint-Exupéry,M,,,antoine,m
way,99889576,Rue Armand Bocquet,M,,,armand,m
way,453043628,Rue Armand Bocquet,M,,,armand,m
way,116508790,Rue Armand Dancart,M,,,armand,m
way,172255399,Rue Armand Dancart,M,,,armand,m
way,611479335,Rue Armand Dancart,M,,,armand,m
way,14331823,Rue Armand Staquet,M,,,armand,m
way,88722665,Rue Armand Wolff,M,,,armand,m
way,23154884,Rue Arnold Lanciers,M,,,arnold,m
way,67557398,Quai Arthur Rimbaud,M,,,arthur,m
way,141221986,Quai Arthur Rimbaud,M,,,arthur,m
way,260156457,Quai Arthur Rimbaud,M,,,arthur,m
way,320552795,Quai Arthur Rimbaud,M,,,arthur,m
way,503335594,Quai Arthur Rimbaud,M,,,arthur,m
way,139079227,Rue Arthur Barbier,M,,,arthur,m
way,139079228,Rue Arthur Barbier,M,,,arthur,m
way,230088166,Rue Arthur Barbier,M,,,arthur,m
way,32439940,Rue Arthur Baudhuin,M,,,arthur,m
way,195271398,Rue Arthur Brédat,M,,,arthur,m
way,68283982,Rue Arthur Dandois,M,,,arthur,m
way,68283952,Rue Arthur Decoux,M,,,arthur,m
way,79786467,Rue Arthur Decoux,M,,,arthur,m
way,160913789,Rue Arthur Decoux,M,,,arthur,m
way,439495961,Rue Arthur Decoux,M,,,arthur,m
way,693974582,Rue Arthur Decoux,M,,,arthur,m
way,1029319673,Rue Arthur Decoux,M,,,arthur,m
way,63899108,Rue Arthur Delire,M,,,arthur,m
way,197079312,Rue Arthur Delire,M,,,arthur,m
way,365831167,Rue Arthur Delire,M,,,arthur,m
way,88722677,Rue Arthur Dubois,M,,,arthur,m
way,88722696,Rue Arthur Dubois,M,,,arthur,m
way,1021164570,Rue Arthur Dubois,M,,,arthur,m
way,71838114,Rue Arthur Gailly,M,,,arthur,m
way,92242607,Rue Arthur Gailly,M,,,arthur,m
way,1019999959,Rue Arthur Gailly,M,,,arthur,m
way,195267998,Rue Arthur Goffaux,M,,,arthur,m
way,117540741,Rue Arthur Oleffe,M,,,arthur,m
way,117540761,Rue Arthur Oleffe,M,,,arthur,m
way,139083520,Rue Arthur Oleffe,M,,,arthur,m
way,242975976,Rue Arthur Oleffe,M,,,arthur,m
way,242976845,Rue Arthur Oleffe,M,,,arthur,m
way,315240465,Rue Arthur Oleffe,M,,,arthur,m
way,164763620,Rue Arthur Pater,M,,,arthur,m
way,294158268,Rue Arthur Pater,M,,,arthur,m
way,49389366,Rue Arthur Regniers,M,,,arthur,m
way,103381567,Rue Arthur Vandermeulen,M,,,arthur,m
way,250003145,Rue Arthur Vandermeulen,M,,,arthur,m
way,255948989,Rue Auguste Cador,M,,,auguste,m
way,93808005,Rue Auguste Delvaux,M,,,auguste,m
way,93808048,Rue Auguste Delvaux,M,,,auguste,m
way,93808049,Rue Auguste Delvaux,M,,,auguste,m
way,203450961,Rue Auguste Delvaux,M,,,auguste,m
way,978084212,Rue Auguste Delvaux,M,,,auguste,m
way,978084213,Rue Auguste Delvaux,M,,,auguste,m
way,203360401,Rue Auguste Fontenelle,M,,,auguste,m
way,122951864,Rue Auguste Frison,M,,,auguste,m
way,1021164579,Rue Auguste Frison,M,,,auguste,m
way,87339246,Rue Auguste Ligot,M,,,auguste,m
way,116923603,Rue Auguste Marin,M,,,auguste,m
way,184133634,Rue Auguste Nolard,M,,,auguste,m
way,183768988,Rue Auguste Palm,M,,,auguste,m
way,28538118,Rue Auguste Piccard,M,,,auguste,m
way,87340906,Rue Auguste Piccard,M,,,auguste,m
way,87340914,Rue Auguste Piccard,M,,,auguste,m
way,61590801,Rue Auguste Pierard,M,,,auguste,m
way,136699523,Rue Auguste Portier,M,,,auguste,m
way,23099973,Rue Auguste Scohy,M,,,auguste,m
way,32040843,Rue Auguste Scohy,M,,,auguste,m
way,1037305679,Rue Auguste Scohy,M,,,auguste,m
way,38156998,Rue Auguste Sottiaux,M,,,auguste,m
way,233427443,Rue Auguste Sottiaux,M,,,auguste,m
way,233432344,Rue Auguste Sottiaux,M,,,auguste,m
way,87138916,Rue Auguste Varet,M,,,auguste,m
way,614780809,Rue Trou à la Vigne - Rue Auguste Sottiaux,M,,,auguste,m
way,614780810,Rue Trou à la Vigne - Rue Auguste Sottiaux,M,,,auguste,m
way,69716645,Rue Augustin Berger,M,,,augustin,m
way,243561254,Rue Augustin Berger,M,,,augustin,m
way,243561262,Rue Augustin Berger,M,,,augustin,m
way,265624564,Rue Augustin Berger,M,,,augustin,m
way,1037093494,Rue Augustin Berger,M,,,augustin,m
way,103312339,Rue Augustin Bughin,M,,,augustin,m
way,58731414,Rue Augustin Duvivier,M,,,augustin,m
way,136702008,Rue Aurélien Thibaut,M,,,aurelien,m
way,151217062,Place Basile Parent,M,,,basile,m
way,160535490,Place Basile Parent,M,,,basile,m
way,96241786,Rue Baudouin 1er,M,,,baudouin,m
way,844868447,Rue Baudouin 1er,M,,,baudouin,m
way,78145144,Rue Benoit Fauconnier,M,,,benoit,m
way,139860638,Rue Bernard Lebon,M,,,bernard,m
way,264951895,Rue Carlo Bastin,M,,,carlo,m
way,51426897,Rue Carlo Hénin,M,,,carlo,m
way,452876289,Rue Carlo Hénin,M,,,carlo,m
way,1037305685,Rue Carlo Hénin,M,,,carlo,m
way,66215846,Rue Casimir Lambert,M,,,casimir,m
way,1019063251,Rue Casimir Lambert,M,,,casimir,m
way,75353823,Allée Célestin Freinet,M,,,célestin,m
way,274740028,Allée Célestin Freinet,M,,,célestin,m
way,171911873,Rue Célestin Freinet,M,,,célestin,m
way,172289508,Rue Célestin Freinet,M,,,célestin,m
way,83486739,Rue Célestin Hecq,M,,,célestin,m
way,191134899,Rue Célestin Hecq,M,,,célestin,m
way,259261691,Rue Célestin Hecq,M,,,célestin,m
way,89520008,Rue César de Paepe,M,,,césar,m
way,103258483,Rue César de Paepe,M,,,césar,m
way,367321515,Place Charles Brogniez,M,,,charles,m
way,56045339,Place Charles Gailly,M,,,charles,m
way,1090795904,Place Charles II,M,,,charles,m
way,208399474,Rue Charles Beaufaux,M,,,charles,m
way,61590833,Rue Charles Degrange,M,,,charles,m
way,798143239,Rue Charles Degrange,M,,,charles,m
way,30595108,Rue Charles Dupret,M,,,charles,m
way,60184556,Rue Charles Dupret,M,,,charles,m
way,66644001,Rue Charles Dupret,M,,,charles,m
way,173907067,Rue Charles Dupret,M,,,charles,m
way,67585242,Rue Charles Ernest,M,,,charles,m
way,849026749,Rue Charles Ernest,M,,,charles,m
way,39667142,Rue Charles Lindberg,M,,,charles,m
way,1052004211,Rue Charles Lindberg,M,,,charles,m
way,55465109,Rue Poète Charles Michel,M,,,charles,m
way,71838115,Rue Poète Charles Michel,M,,,charles,m
way,71838139,Rue Poète Charles Michel,M,,,charles,m
way,93404505,Rue Christian Mendiaux,M,,,christian,m
way,39667136,Rue Clément Ader,M,,,clément,m
way,99889581,Rue Clément Daix,M,,,clément,m
way,108176605,Rue Clément Daix,M,,,clément,m
way,108176606,Rue Clément Daix,M,,,clément,m
way,108176618,Rue Clément Daix,M,,,clément,m
way,258661401,Rue Clément Lyon,M,,,clément,m
way,36547480,Cité Constant Druine,M,,,constant,m
way,93398772,Rue Abbé Constant Renchon,M,,,constant,m
way,67573624,Rue Constant Renchon,M,,,constant,m
way,88119469,Rue Constant Renchon,M,,,constant,m
way,160052685,Rue Constant Renchon,M,,,constant,m
way,208909045,Rue Constant Renchon,M,,,constant,m
way,67545184,Rue Constantin Meunier,M,,,constantin,m
way,88222533,Rue Constantin Meunier,M,,,constantin,m
way,68281602,Rue Cornelis Debruyn,M,,,cornelis,m
way,89062361,Rue Cornelis Debruyn,M,,,cornelis,m
way,171999713,Rue Cornelis Debruyn,M,,,cornelis,m
way,171999714,Rue Cornelis Debruyn,M,,,cornelis,m
way,201510997,Rue Cornelis Debruyn,M,,,cornelis,m
way,297671633,Rue Cornelis Debruyn,M,,,cornelis,m
way,103310728,Rue Daniel Kinet,M,,,daniel,m
way,103310730,Rue Daniel Kinet,M,,,daniel,m
way,140123110,Rue Denis Henriet,M,,,denis,m
way,440389632,Rue Désiré Desellier,M,,,désiré,m
way,183753407,Rue Désiré Quenne,M,,,désiré,m
way,92242658,Rue Désiré Rondeau,M,,,désiré,m
way,92242736,Rue Désiré Rondeau,M,,,désiré,m
way,89445137,Rue Dieudonné Cambier,M,,,dieudonné,m
way,89445160,Rue Dieudonné Cambier,M,,,dieudonné,m
way,89445202,Rue Dieudonné Cambier,M,,,dieudonné,m
way,368040969,Rue Dieudonné Cambier,M,,,dieudonné,m
way,368042592,Rue Dieudonné Cambier,M,,,dieudonné,m
